"","plant","capacity","designed_capacity","complete","generated_el","time","month","year","parent_company","op_time"
"4314","旺顺光伏",3,1.25,0.051,0.176,1404.07,10,"18","右玉县西口新能源科技有限公司",2018
"4315","旺顺光伏",3,3,0.049,0.306,1020,6,"19","右玉县西口新能源科技有限公司",2018
"4316","昊昀光伏",10,10,0.137,0.733,293,6,"19","国家电投集团公司",2019
"4317","昊昀光伏",10,10,0.147,0.662,662.288,6,"20","国家电投集团公司",2019
"4318","昊昀光伏",10,0,0.142,0.44,NA,4,"19","国家电投集团公司",2019
"4319","昊昀光伏",10,10,0.146,0.515,515.415,5,"20","国家电投集团公司",2019
"4320","昊昀光伏",10,10,0.106,0.235,235,3,"20","国家电投集团公司",2019
"4321","昊昀光伏",10,0,0.111,0.111,0,1,"19","国家电投集团公司",2019
"4322","昊昀光伏",10,0,0.097,0.21,0,2,"19","国家电投集团公司",2019
"4323","昊昀光伏",10,10,0.136,1.141,702,9,"19","国家电投集团公司",2019
"4324","昊昀光伏",10,10,0.127,0.86,420,7,"19","国家电投集团公司",2019
"4325","昊昀光伏",10,10,0.091,0.091,91,1,"20","国家电投集团公司",2019
"4326","昊昀光伏",10,10,0.144,1.285,846,10,"19","国家电投集团公司",2019
"4327","昊昀光伏",10,0,0.087,0.298,NA,3,"19","国家电投集团公司",2019
"4328","昊昀光伏",10,10,0.038,0.129,129,2,"20","国家电投集团公司",2019
"4329","昊昀光伏",10,0,0,0,0,12,"18","国家电投集团公司",2019
"4330","昊昀光伏",10,10,0.108,1.486,1485.985,12,"19","国家电投集团公司",2019
"4331","昊昀光伏",10,10,0.156,0.596,156,5,"19","国家电投集团公司",2019
"4332","昊昀光伏",10,10,0.146,1.005,566,8,"19","国家电投集团公司",2019
"4333","昊昀光伏",10,10,0.099,1.384,945,11,"19","国家电投集团公司",2019
"4334","昊昀光伏",10,10,0.137,0.369,369.191,4,"20","国家电投集团公司",2019
"1328","明科光伏",6,6,0.024,0.101,167.73,10,"17","西安东庆光伏科技有限公司",NA
"1329","明科光伏",6,6,0.028,0.129,214.7,11,"17","西安东庆光伏科技有限公司",NA
"1330","明科光伏",6,6,0.026,0.155,258.487,12,"17","西安东庆光伏科技有限公司",NA
"1331","明科光伏",6,6,0.013,0.013,21,8,"17","西安东庆光伏科技有限公司",NA
"4335","明科光伏",6,6,0.03,0.03,49.315,1,"18","西安东庆光伏科技有限公司",NA
"4336","明科光伏",6,6,0.059,0.088,146.862,2,"18","西安东庆光伏科技有限公司",NA
"4337","明科光伏",6,6,0.072,0.16,266.563,3,"18","西安东庆光伏科技有限公司",NA
"4338","明科光伏",6,6,0.076,0.313,521.903,5,"18","西安东庆光伏科技有限公司",NA
"4339","明科光伏",6,6,0.072,0.385,642.22,6,"18","西安东庆光伏科技有限公司",NA
"4340","明科光伏",6,6,0.054,0.439,732.402,7,"18","西安东庆光伏科技有限公司",NA
"4341","明科光伏",6,6,0.059,0.498,830.47,8,"18","西安东庆光伏科技有限公司",NA
"4342","明科光伏",6,6,0.077,0.237,394.448,4,"18","西安东庆光伏科技有限公司",NA
"4343","明科光伏",6,6,0.049,0.547,912.4,9,"18","西安东庆光伏科技有限公司",NA
"4344","明科光伏",6,6,0.075,0.253,421.992,5,"20","西安东庆光伏科技有限公司",2017
"4345","明科光伏",6,6,0.031,0.188,312,10,"19","西安东庆光伏科技有限公司",2017
"4346","明科光伏",6,6,0.02,0.02,33,1,"20","西安东庆光伏科技有限公司",2017
"4347","明科光伏",6,6,0.044,0.157,261,9,"19","西安东庆光伏科技有限公司",2017
"4348","明科光伏",6,6,0.044,0.113,188,8,"19","西安东庆光伏科技有限公司",2017
"4349","明科光伏",6,6,0.037,0.69,1149.27,12,"18","西安东庆光伏科技有限公司",2017
"4350","明科光伏",6,6,0.023,0.211,351,11,"19","西安东庆光伏科技有限公司",2017
"4351","明科光伏",6,6,0,0.024,40,6,"19","西安东庆光伏科技有限公司",2017
"4352","明科光伏",6,6,0.062,0.315,524.687,6,"20","西安东庆光伏科技有限公司",2017
"4353","明科光伏",6,6,0.037,0.248,413.892,12,"19","西安东庆光伏科技有限公司",2017
"4354","明科光伏",6,6,0.024,0.024,40,1,"19","西安东庆光伏科技有限公司",2017
"4355","明科光伏",6,6,0,0.024,40,3,"19","西安东庆光伏科技有限公司",2017
"4356","明科光伏",6,6,0.017,0.037,61,2,"20","西安东庆光伏科技有限公司",2017
"4357","明科光伏",6,6,0.045,0.069,115,7,"19","西安东庆光伏科技有限公司",2017
"4358","明科光伏",6,6,0,0.024,40,4,"19","西安东庆光伏科技有限公司",2017
"4359","明科光伏",6,6,0.062,0.61,1016.46,10,"18","西安东庆光伏科技有限公司",2017
"4360","明科光伏",6,6,0.065,0.178,297.142,4,"20","西安东庆光伏科技有限公司",2017
"4361","明科光伏",6,6,0,0.024,40,5,"19","西安东庆光伏科技有限公司",2017
"4362","明科光伏",6,6,0.042,0.652,1087.19,11,"18","西安东庆光伏科技有限公司",2017
"4363","明科光伏",6,6,0,0.024,40,2,"19","西安东庆光伏科技有限公司",2017
"4364","明科光伏",6,6,0.076,0.113,188,3,"20","西安东庆光伏科技有限公司",2017
"4365","昔阳斯能",20,20,0.177,2.503,1251,9,"19","上海斯能投资有限公司",2015
"4366","昔阳斯能",20,20,0.304,2.807,1403,10,"19","上海斯能投资有限公司",2015
"4367","昔阳斯能",20,20,0.286,0.52,260,2,"20","上海斯能投资有限公司",2015
"4368","昔阳斯能",20,20,0.196,1.908,954.002,6,"20","上海斯能投资有限公司",2015
"4369","昔阳斯能",20,20,0.234,0.234,117,1,"20","上海斯能投资有限公司",2015
"4370","昔阳斯能",20,20,0.363,1.285,642.713,4,"20","上海斯能投资有限公司",2015
"4371","昔阳斯能",20,20,0.164,2.325,1162,8,"19","上海斯能投资有限公司",2015
"4372","昔阳斯能",20,20,0.485,1.11,555,3,"19","上海斯能投资有限公司",2015
"4373","昔阳斯能",20,20,0.427,1.712,856.119,5,"20","上海斯能投资有限公司",2015
"4374","昔阳斯能",20,20,0.324,1.434,717,4,"19","上海斯能投资有限公司",2015
"4375","昔阳斯能",20,20,0.441,4.452,2226.173,12,"18","上海斯能投资有限公司",2015
"4376","昔阳斯能",20,20,0.402,0.922,461,3,"20","上海斯能投资有限公司",2015
"4377","昔阳斯能",20,20,0.281,0.625,312,2,"19","上海斯能投资有限公司",2015
"4378","昔阳斯能",20,20,0.165,2.161,1080,7,"19","上海斯能投资有限公司",2015
"4379","昔阳斯能",20,20,0.34,4.011,2005.45,11,"18","上海斯能投资有限公司",2015
"4380","昔阳斯能",20,20,0.392,3.671,1835.28,10,"18","上海斯能投资有限公司",2015
"4381","昔阳斯能",20,20,0.174,1.996,998,6,"19","上海斯能投资有限公司",2015
"4382","昔阳斯能",20,20,0.344,0.344,172,1,"19","上海斯能投资有限公司",2015
"4383","昔阳斯能",20,20,0.615,3.857,1928.474,12,"19","上海斯能投资有限公司",2015
"4384","昔阳斯能",20,20,0.437,3.244,1622,11,"19","上海斯能投资有限公司",2015
"4385","昔阳斯能",20,20,0.388,1.822,911,5,"19","上海斯能投资有限公司",2015
"4386","昕晨光伏",10,10,0.021,0.021,21,6,"19","国家电投",2019
"4387","昕晨光伏",10,10,0.038,0.123,123,2,"20","国家电投",2019
"4388","昕晨光伏",10,10,0.102,0.225,225,3,"20","国家电投",2019
"4389","昕晨光伏",10,10,0.151,0.376,NA,4,"20","国家电投",2019
"4390","昕晨光伏",10,10,0.08,0.26,260,9,"19","国家电投",2019
"4391","昕晨光伏",10,10,0.11,0.562,561.78,12,"19","国家电投",2019
"4392","昕晨光伏",10,10,0.1,0.452,452,11,"19","国家电投",2019
"4393","昕晨光伏",10,10,0.072,0.093,93,7,"19","国家电投",2019
"4394","昕晨光伏",10,10,0.085,0.085,85,1,"20","国家电投",2019
"4395","昕晨光伏",10,10,0.151,0.527,526.955,5,"20","国家电投",2019
"4396","昕晨光伏",10,10,0.13,0.657,656.825,6,"20","国家电投",2019
"4397","昕晨光伏",10,10,0.087,0.181,180,8,"19","国家电投",2019
"4398","昕晨光伏",10,10,0.092,0.352,352,10,"19","国家电投",2019
"1335","春晖光伏",3,3,0.005,0.024,78.347,10,"17","华润集团",NA
"1336","春晖光伏",3,3,0.012,0.036,119.683,11,"17","华润集团",NA
"1337","春晖光伏",3,3,0.018,0.054,178.843,12,"17","华润集团",NA
"1338","春晖光伏",3,3,0,0,0,6,"17","华润集团",NA
"1339","春晖光伏",3,3,0.006,0.006,20.667,7,"17","华润集团",NA
"1340","春晖光伏",3,3,0.005,0.012,39,8,"17","华润集团",NA
"4399","春晖光伏",3,3,0.044,0.172,574.413,5,"18","华润集团",NA
"4400","春晖光伏",3,3,0.033,0.314,1045.35,9,"18","华润集团",NA
"4401","春晖光伏",3,3,0.023,0.023,77.917,1,"18","华润集团",NA
"4402","春晖光伏",3,3,0.041,0.213,710.913,6,"18","华润集团",NA
"4403","春晖光伏",3,3,0.024,0.048,159.13,2,"18","华润集团",NA
"4404","春晖光伏",3,3,0.039,0.087,290.37,3,"18","华润集团",NA
"4405","春晖光伏",3,3,0.034,0.247,823.56,7,"18","华润集团",NA
"4406","春晖光伏",3,3,0.041,0.129,428.353,4,"18","华润集团",NA
"4407","春晖光伏",3,3,0.034,0.281,936.52,8,"18","华润集团",NA
"4408","春晖光伏",3,3,0.038,0.482,1606.572,12,"19","华润集团",2017
"4409","春晖光伏",3,3,0.05,0.174,580.923,4,"20","华润集团",2017
"4410","春晖光伏",3,3,0.05,0.125,416,3,"20","华润集团",2017
"4411","春晖光伏",3,3,0.03,0.445,1482,11,"19","华润集团",2017
"4412","春晖光伏",3,3,0.051,0.215,718,5,"19","华润集团",2017
"4413","春晖光伏",3,3,0.048,0.222,740.588,5,"20","华润集团",2017
"4414","春晖光伏",3,3,0.034,0.034,114,1,"20","华润集团",2017
"4415","春晖光伏",3,3,0.041,0.075,250,2,"20","华润集团",2017
"4416","春晖光伏",3,3,0.032,0.066,220,2,"19","华润集团",2017
"4417","春晖光伏",3,3,0.046,0.164,548,4,"19","华润集团",2017
"4418","春晖光伏",3,3,0.042,0.338,1127,8,"19","华润集团",2017
"4419","春晖光伏",3,3,0.034,0.392,1305.96,11,"18","华润集团",2017
"4420","春晖光伏",3,3,0.034,0.426,1420.503,12,"18","华润集团",2017
"4421","春晖光伏",3,3,0.043,0.296,986,7,"19","华润集团",2017
"4422","春晖光伏",3,3,0.036,0.258,860.888,6,"20","华润集团",2017
"4423","春晖光伏",3,3,0.038,0.415,1383,10,"19","华润集团",2017
"4424","春晖光伏",3,3,0.034,0.034,113,1,"19","华润集团",2017
"4425","春晖光伏",3,3,0.052,0.118,393,3,"19","华润集团",2017
"4426","春晖光伏",3,3,0.038,0.253,844,6,"19","华润集团",2017
"4427","春晖光伏",3,3,0.044,0.358,1193.07,10,"18","华润集团",2017
"4428","春晖光伏",3,3,0.039,0.377,1258,9,"19","华润集团",2017
"1342","昱光电厂",60,60,1.58,9.65,1608.417,6,"17","格盟集团公司",NA
"1343","昱光电厂",60,60,1.386,6.615,1102.45,4,"17","格盟集团公司",NA
"1344","昱光电厂",60,60,2.445,20.985,3497.5,12,"16","格盟集团公司",NA
"1345","昱光电厂",60,60,1.455,8.07,1345,5,"17","格盟集团公司",NA
"1346","昱光电厂",60,60,1.684,3.518,586.35,2,"17","格盟集团公司",NA
"1347","昱光电厂",60,60,3.411,25.653,4275.503,12,"17","格盟集团公司",NA
"1348","昱光电厂",60,60,1.711,5.229,871.533,3,"17","格盟集团公司",NA
"1349","昱光电厂",60,60,2.25,11.9,1983.417,7,"17","格盟集团公司",NA
"1350","昱光电厂",60,60,3.039,19.479,3246.463,10,"17","格盟集团公司",NA
"1351","昱光电厂",60,60,3.018,14.918,2486.4,8,"17","格盟集团公司",NA
"1352","昱光电厂",60,60,2.763,22.242,3707.042,11,"17","格盟集团公司",NA
"1353","昱光电厂",60,60,1.834,1.834,305.667,1,"17","格盟集团公司",NA
"4429","昱光电厂",60,60,1.696,7.183,1197.086,3,"18","格盟集团公司",NA
"4430","昱光电厂",0,6,0,3.514,5856.27,5,"20","格盟集团公司",NA
"4431","昱光电厂",0,6,0,3.514,4097.937,4,"20","格盟集团公司",NA
"4432","昱光电厂",60,60,1.171,3.112,518,2,"20","格盟集团公司",NA
"4433","昱光电厂",60,60,1.61,8.793,1465.439,4,"18","格盟集团公司",NA
"4434","昱光电厂",60,60,3.052,11.844,1974.083,5,"18","格盟集团公司",NA
"4435","昱光电厂",60,60,2.542,5.403,901,2,"19","格盟集团公司",NA
"4436","昱光电厂",60,60,1.561,25.83,4305.01,10,"18","格盟集团公司",NA
"4437","昱光电厂",30,55,1.929,19.733,3587.769,12,"19","格盟集团公司",NA
"4438","昱光电厂",60,60,2.877,14.721,2453.563,6,"18","格盟集团公司",NA
"4439","昱光电厂",30,25.6666666666667,0.402,3.514,1368.998,3,"20","格盟集团公司",NA
"4440","昱光电厂",60,60,2.861,2.861,477,1,"19","格盟集团公司",NA
"4441","昱光电厂",60,60,2.471,9.793,1633,4,"19","格盟集团公司",NA
"4442","昱光电厂",60,60,2.69,31.376,5229.324,12,"18","格盟集团公司",NA
"4443","昱光电厂",60,60,0.412,15.297,2551,9,"19","格盟集团公司",NA
"4444","昱光电厂",60,60,3.369,21.457,3576.16,8,"18","格盟集团公司",NA
"4445","昱光电厂",60,60,1.539,14.472,2413,7,"19","格盟集团公司",NA
"4446","昱光电厂",60,60,1.941,1.941,323,1,"20","格盟集团公司",NA
"4447","昱光电厂",60,60,1.646,11.44,1907,5,"19","格盟集团公司",NA
"4448","昱光电厂",60,60,1.919,7.323,1221,3,"19","格盟集团公司",NA
"4449","昱光电厂",60,60,3.366,18.088,3014.612,7,"18","格盟集团公司",NA
"4450","昱光电厂",60,60,3.512,3.512,585.324,1,"18","格盟集团公司",NA
"4451","昱光电厂",0,6,0,3.514,1193.893,6,"20","格盟集团公司",NA
"4452","昱光电厂",60,60,1.621,17.804,2969,11,"19","格盟集团公司",NA
"4453","昱光电厂",60,60,0.414,14.885,2482,8,"19","格盟集团公司",NA
"4454","昱光电厂",60,60,1.493,12.932,2156,6,"19","格盟集团公司",NA
"4455","昱光电厂",60,60,2.856,28.686,4781.05,11,"18","格盟集团公司",NA
"4456","昱光电厂",60,60,1.975,5.487,914.47,2,"18","格盟集团公司",NA
"4457","昱光电厂",60,60,2.813,24.27,4044.92,9,"18","格盟集团公司",NA
"4458","昱光电厂",60,60,0.885,16.182,2699,10,"19","格盟集团公司",NA
"1354","晋田电厂",10,10,0,0,0,6,"17","else",NA
"1355","晋田电厂",10,10,0,0,0,4,"17","else",NA
"1356","晋田电厂",10,10,0,0,0,5,"17","else",NA
"1357","晋田电厂",10,10,0,0,0,7,"17","else",NA
"1358","晋田电厂",10,10,0,0,0,2,"17","else",NA
"1359","晋田电厂",10,10,0,0,0,3,"17","else",NA
"1360","晋田电厂",10,10,0,0,0,8,"17","else",NA
"1361","晋田电厂",10,10,0,0,0,12,"16","else",NA
"1362","晋田电厂",10,10,0,0,0,1,"17","else",NA
"1363","晋田电厂",10,10,0,0,0,10,"17","else",NA
"1364","晋田电厂",10,10,0,0,0,12,"17","else",NA
"1365","晋田电厂",10,10,0,0,0,11,"17","else",NA
"4459","晋田电厂",10,10,0,0,0,4,"18","else",NA
"4460","晋田电厂",10,10,0,0,0,2,"18","else",NA
"4461","晋田电厂",10,10,0,0,0,9,"18","else",NA
"4462","晋田电厂",10,10,0,0,0,11,"18","else",NA
"4463","晋田电厂",10,10,0,0,0,10,"18","else",NA
"4464","晋田电厂",10,10,0,0,0,3,"18","else",NA
"4465","晋田电厂",10,10,0,0,0,8,"18","else",NA
"4466","晋田电厂",10,10,0,0,0,6,"18","else",NA
"4467","晋田电厂",10,10,0,0,0,1,"18","else",NA
"4468","晋田电厂",10,10,0,0,0,7,"18","else",NA
"4470","晋田电厂",10,10,0,0,0,5,"18","else",NA
"1366","晖源光伏",5,5,0.016,0.024,48.116,10,"17","特变电工",NA
"1367","晖源光伏",5,5,0.05,0.104,207.04,12,"17","特变电工",NA
"1368","晖源光伏",5,5,0.029,0.054,107.076,11,"17","特变电工",NA
"4471","晖源光伏",5,5,0.063,0.314,627.762,5,"18","特变电工",NA
"4472","晖源光伏",5,5,0.048,0.048,96.406,1,"18","特变电工",NA
"4473","晖源光伏",5,5,0.068,0.116,232.318,2,"18","特变电工",NA
"4474","晖源光伏",5,5,0.067,0.251,501.564,4,"18","特变电工",NA
"4475","晖源光伏",5,5,0.052,0.587,1173.09,9,"18","特变电工",NA
"4476","晖源光伏",5,5,0.068,0.184,368.282,3,"18","特变电工",NA
"4477","晖源光伏",5,5,0.074,0.387,774.788,6,"18","特变电工",NA
"4478","晖源光伏",5,5,0.073,0.46,920.998,7,"18","特变电工",NA
"4479","晖源光伏",5,5,0.074,0.535,1069.27,8,"18","特变电工",NA
"4480","晖源光伏",5,5,0.05,0.701,1402.41,11,"18","特变电工",2017
"4481","晖源光伏",5,5,0.07,0.15,301,3,"20","特变电工",2017
"4482","晖源光伏",5,5,0.04,0.742,1483.256,12,"18","特变电工",2017
"4483","晖源光伏",5,5,0.066,0.216,432,4,"19","特变电工",2017
"4484","晖源光伏",5,5,0.043,0.582,1162,10,"19","特变电工",2017
"4485","晖源光伏",5,5,0.072,0.15,300,3,"19","特变电工",2017
"4486","晖源光伏",5,5,0.077,0.227,453.865,4,"20","特变电工",2017
"4487","晖源光伏",5,5,0.066,0.48,958,8,"19","特变电工",2017
"4488","晖源光伏",5,5,0.048,0.63,1257,11,"19","特变电工",2017
"4489","晖源光伏",5,5,0.053,0.682,1364.941,12,"19","特变电工",2017
"4490","晖源光伏",5,5,0.062,0.34,680,6,"19","特变电工",2017
"4491","晖源光伏",5,5,0.062,0.37,740.513,6,"20","特变电工",2017
"4492","晖源光伏",5,5,0.043,0.08,161,2,"20","特变电工",2017
"4493","晖源光伏",5,5,0.065,0.651,1302.55,10,"18","特变电工",2017
"4494","晖源光伏",5,5,0.073,0.414,826,7,"19","特变电工",2017
"4495","晖源光伏",5,5,0.037,0.037,74,1,"20","特变电工",2017
"4496","晖源光伏",5,5,0.041,0.041,82,1,"19","特变电工",2017
"4497","晖源光伏",5,5,0.037,0.078,156,2,"19","特变电工",2017
"4498","晖源光伏",5,5,0.062,0.278,556,5,"19","特变电工",2017
"4499","晖源光伏",5,5,0.081,0.308,616.391,5,"20","特变电工",2017
"4500","晖源光伏",5,5,0.059,0.539,1075,9,"19","特变电工",2017
"1370","晟新光伏",5,5,0.016,0.016,31.36,10,"17","常州天合",NA
"1371","晟新光伏",5,5,0.04,0.086,171.256,12,"17","常州天合",NA
"1372","晟新光伏",5,5,0.03,0.046,91.63,11,"17","常州天合",NA
"4501","晟新光伏",5,5,0.061,0.441,881.85,9,"18","常州天合",NA
"4502","晟新光伏",5,5,0.035,0.035,70.68,1,"18","常州天合",NA
"4503","晟新光伏",5,5,0.044,0.079,158.95,2,"18","常州天合",NA
"4504","晟新光伏",5,5,0.04,0.166,331.98,4,"18","常州天合",NA
"4505","晟新光伏",5,5,0.055,0.38,760.28,8,"18","常州天合",NA
"4506","晟新光伏",5,5,0.046,0.126,251.21,3,"18","常州天合",NA
"4507","晟新光伏",5,5,0.039,0.205,410.264,5,"18","常州天合",NA
"4508","晟新光伏",5,5,0.064,0.269,538.804,6,"18","常州天合",NA
"4509","晟新光伏",5,5,0.055,0.325,649.592,7,"18","常州天合",NA
"4510","晟新光伏",5,5,0.058,0.341,681.589,6,"20","常州天合",2017
"4511","晟新光伏",5,5,0.051,0.222,443,4,"19","常州天合",2017
"4512","晟新光伏",5,5,0.065,0.365,730,6,"19","常州天合",2017
"4513","晟新光伏",5,5,0.055,0.526,1051,9,"19","常州天合",2017
"4514","晟新光伏",5,5,0.07,0.511,1021.17,10,"18","常州天合",2017
"4515","晟新光伏",5,5,0.049,0.283,566.419,5,"20","常州天合",2017
"4516","晟新光伏",5,5,0.047,0.471,942,8,"19","常州天合",2017
"4517","晟新光伏",5,5,0.043,0.097,194,2,"19","常州天合",2017
"4518","晟新光伏",5,5,0.072,0.159,318,3,"20","常州天合",2017
"4519","晟新光伏",5,5,0.072,0.234,468.662,4,"20","常州天合",2017
"4520","晟新光伏",5,5,0.053,0.62,1239.422,12,"18","常州天合",2017
"4521","晟新光伏",5,5,0.079,0.3,600,5,"19","常州天合",2017
"4522","晟新光伏",5,5,0.05,0.05,99,1,"20","常州天合",2017
"4523","晟新光伏",5,5,0.044,0.619,1236,11,"19","常州天合",2017
"4524","晟新光伏",5,5,0.049,0.575,1149,10,"19","常州天合",2017
"4525","晟新光伏",5,5,0.056,0.566,1132.44,11,"18","常州天合",2017
"4526","晟新光伏",5,5,0.059,0.425,849,7,"19","常州天合",2017
"4527","晟新光伏",5,5,0.057,0.685,1370.032,12,"19","常州天合",2017
"4528","晟新光伏",5,5,0.039,0.089,178,2,"20","常州天合",2017
"4529","晟新光伏",5,5,0.074,0.171,341,3,"19","常州天合",2017
"4530","晟新光伏",5,5,0.055,0.055,110,1,"19","常州天合",2017
"4531","晟鼎光伏",3.5,1.1,0.041,0.113,1275,7,"19","else",2018
"4532","晟鼎光伏",3.5,0.8,0.007,0.015,186,2,"19","else",2018
"4533","晟鼎光伏",3.5,0.8,0.017,0.072,904,6,"19","else",2018
"4534","晟鼎光伏",4.8,4.8,0.073,0.298,620.679,5,"20","else",2018
"4535","晟鼎光伏",3.5,0.8,0.013,0.043,535,4,"19","else",2018
"4536","晟鼎光伏",3.5,0.8,0.001,0.001,22.237,12,"18","else",2018
"4537","晟鼎光伏",3.5,3.5,0.057,0.089,255,2,"20","else",2018
"4538","晟鼎光伏",3.5,0.8,0.013,0.056,696,5,"19","else",2018
"4539","晟鼎光伏",3.5,0.8,0.015,0.03,371,3,"19","else",2018
"4540","晟鼎光伏",3.5,1.1,0.031,0.273,2726,11,"19","else",2018
"4541","晟鼎光伏",4.8,4.8,0.06,0.358,746.198,6,"20","else",2018
"4542","晟鼎光伏",3.5,1.1,0.047,0.16,1706,8,"19","else",2018
"4543","晟鼎光伏",3.5,1.1,0.037,0.241,2441,10,"19","else",2018
"4544","晟鼎光伏",3.5,3.5,0.032,0.032,91,1,"20","else",2018
"4545","晟鼎光伏",3.5,0.8,0.008,0.008,102,1,"19","else",2018
"4546","晟鼎光伏",3.5,1.1,0.044,0.204,2105,9,"19","else",2018
"4547","晟鼎光伏",4.8,4.8,0.072,0.225,467.796,4,"20","else",2018
"4548","晟鼎光伏",4.8,4.8,0.065,0.154,391,3,"20","else",2018
"4549","晟鼎光伏",4.8,3.5,0.011,0.284,1312.87,12,"19","else",2018
"1375","晶桥光伏",5,5,0.014,0.02,39.718,10,"17","else",NA
"1376","晶桥光伏",5,5,0.047,0.089,177.512,12,"17","else",NA
"1377","晶桥光伏",5,5,0.022,0.042,83.85,11,"17","else",NA
"4550","晶桥光伏",5,5,0.056,0.257,514.652,5,"18","else",NA
"4551","晶桥光伏",5,5,0.038,0.038,75.684,1,"18","else",NA
"4552","晶桥光伏",5,5,0.053,0.091,182.35,2,"18","else",NA
"4553","晶桥光伏",5,5,0.054,0.202,403.018,4,"18","else",NA
"4554","晶桥光伏",5,5,0.056,0.147,294.868,3,"18","else",NA
"4555","晶桥光伏",5,5,0.069,0.388,775.06,7,"18","else",NA
"4556","晶桥光伏",5,5,0.072,0.46,919.75,8,"18","else",NA
"4557","晶桥光伏",5,5,0.051,0.511,1021.39,9,"18","else",NA
"4558","晶桥光伏",5,5,0.062,0.319,637.93,6,"18","else",NA
"4559","晶桥光伏",5,5,0.063,0.457,913,8,"19","else",2017
"4560","晶桥光伏",5,5,0.043,0.598,1196,11,"19","else",2017
"4561","晶桥光伏",5,5,0.069,0.148,295,3,"19","else",2017
"4562","晶桥光伏",5,5,0.049,0.649,1297.8,12,"19","else",2017
"4563","晶桥光伏",5,5,0.069,0.142,285,3,"20","else",2017
"4564","晶桥光伏",5,5,0.037,0.664,1327.14,12,"18","else",2017
"4565","晶桥光伏",5,5,0.056,0.327,653,6,"19","else",2017
"4566","晶桥光伏",5,5,0.039,0.079,157,2,"19","else",2017
"4567","晶桥光伏",5,5,0.064,0.212,423,4,"19","else",2017
"4568","晶桥光伏",5,5,0.034,0.034,68,1,"20","else",2017
"4569","晶桥光伏",5,5,0.042,0.555,1110,10,"19","else",2017
"4570","晶桥光伏",5,5,0.067,0.393,786,7,"19","else",2017
"4571","晶桥光伏",5,5,0.059,0.271,541,5,"19","else",2017
"4572","晶桥光伏",5,5,0.075,0.217,434.616,4,"20","else",2017
"4573","晶桥光伏",5,5,0.04,0.04,80,1,"19","else",2017
"4574","晶桥光伏",5,5,0.039,0.073,146,2,"20","else",2017
"4575","晶桥光伏",5,5,0.047,0.626,1252.35,11,"18","else",2017
"4576","晶桥光伏",5,5,0.069,0.579,1158.77,10,"18","else",2017
"4577","晶桥光伏",5,5,0.076,0.294,587.37,5,"20","else",2017
"4578","晶桥光伏",5,5,0.057,0.514,1027,9,"19","else",2017
"4579","晶桥光伏",5,5,0.055,0.349,697.914,6,"20","else",2017
"1379","晶耀光伏",1,1,0.007,0.033,331.29,10,"17","通威新能源有限公司",NA
"1380","晶耀光伏",1,1,0.01,0.043,428.66,11,"17","通威新能源有限公司",NA
"1381","晶耀光伏",1,1,0.012,0.055,552.31,12,"17","通威新能源有限公司",NA
"4580","晶耀光伏",1,1,0.02,0.067,667.93,5,"18","通威新能源有限公司",NA
"4581","晶耀光伏",1,1,0.008,0.008,82.37,1,"18","通威新能源有限公司",NA
"4582","晶耀光伏",1,1,0.009,0.018,176.19,2,"18","通威新能源有限公司",NA
"4583","晶耀光伏",1,1,0.014,0.046,464.22,4,"18","通威新能源有限公司",NA
"4584","晶耀光伏",1,1,0.024,0.136,1360.35,8,"18","通威新能源有限公司",NA
"4585","晶耀光伏",1,1,0.024,0.091,911.08,6,"18","通威新能源有限公司",NA
"4586","晶耀光伏",1,1,0.019,0.155,1551.47,9,"18","通威新能源有限公司",NA
"4587","晶耀光伏",1,1,0.021,0.112,1119.15,7,"18","通威新能源有限公司",NA
"4588","晶耀光伏",1,1,0.015,0.032,324.68,3,"18","通威新能源有限公司",NA
"4589","晶耀光伏",3,3,0.016,0.216,2047.317,12,"18","通威新能源有限公司",2017
"4590","晶耀光伏",3,2.5,0.024,0.288,1038,10,"19","通威新能源有限公司",2017
"4591","晶耀光伏",3,3,0.039,0.096,356.389,4,"20","通威新能源有限公司",2017
"4592","晶耀光伏",3,2.5,0.03,0.264,940,9,"19","通威新能源有限公司",2017
"4593","晶耀光伏",3,3,0.039,0.135,488.016,5,"20","通威新能源有限公司",2017
"4594","晶耀光伏",3,3,0.02,0.037,124,2,"19","通威新能源有限公司",2017
"4595","晶耀光伏",3,3,0.037,0.074,248,3,"19","通威新能源有限公司",2017
"4596","晶耀光伏",3,2.5,0.023,0.332,1279.484,12,"19","通威新能源有限公司",2017
"4597","晶耀光伏",3,2.5,0.028,0.234,821,8,"19","通威新能源有限公司",2017
"4598","晶耀光伏",1,1,0.017,0.199,1992.96,11,"18","通威新能源有限公司",2017
"4599","晶耀光伏",3,2.5,0.031,0.206,708,7,"19","通威新能源有限公司",2017
"4600","晶耀光伏",3,2.5,0.021,0.309,1121,11,"19","通威新能源有限公司",2017
"4601","晶耀光伏",3,3,0.038,0.142,475,5,"19","通威新能源有限公司",2017
"4602","晶耀光伏",3,2.5,0.037,0.057,227,3,"20","通威新能源有限公司",2017
"4603","晶耀光伏",3,3,0.03,0.104,347,4,"19","通威新能源有限公司",2017
"4604","晶耀光伏",3,3,0.03,0.165,586.662,6,"20","通威新能源有限公司",2017
