"","plant","capacity","designed_capacity","complete","generated_el","time","month","year","parent_company","op_time"
"24210","丰庄光伏",5,5,0.063,0.542,1083,9,"19","上实航天星河能源股份有限公司",2017
"24310","丰庄光伏",5,5,0.046,0.083,166,2,"20","上实航天星河能源股份有限公司",2017
"24410","丰庄光伏",5,5,0.047,0.683,1365.57,12,"19","上实航天星河能源股份有限公司",2017
"24510","丰庄光伏",5,5,0.074,0.284,567,5,"19","上实航天星河能源股份有限公司",2017
"24610","丰庄光伏",5,5,0.039,0.076,151,2,"19","上实航天星河能源股份有限公司",2017
"24710","丰庄光伏",5,5,0.077,0.238,475.744,4,"20","上实航天星河能源股份有限公司",2017
"24810","丰汇电厂",0,0,0.089,0.269,NA,3,"20","else",2019
"24910","丰汇电厂",0,0,0.04,0.309,NA,4,"20","else",2019
"25010","丰汇电厂",0,0,0.025,0.025,NA,12,"19","else",2019
"25110","丰汇电厂",3.3,2.1,0.04,0.44,189.495,6,"20","else",2019
"25210","丰汇电厂",3.3,2.1,0.092,0.4,1501.186,5,"20","else",2019
"97","九河风电场",4.95,4.95,0.132,0.349,705.657,3,"17","中国华电集团有限公司",2015
"98","九河风电场",4.95,4.95,0.094,0.218,439.798,2,"17","中国华电集团有限公司",2015
"99","九河风电场",4.95,4.95,0.129,0.478,965.455,4,"17","中国华电集团有限公司",2015
"100","九河风电场",4.95,4.95,0.119,1.495,3020.192,11,"17","中国华电集团有限公司",2015
"101","九河风电场",4.95,4.95,0.13,1.563,3158.152,12,"16","中国华电集团有限公司",2015
"102","九河风电场",4.95,4.95,0.148,0.735,1485.657,6,"17","中国华电集团有限公司",2015
"103","九河风电场",4.95,4.95,0.116,1.611,3254.671,12,"17","中国华电集团有限公司",2015
"104","九河风电场",4.95,4.95,0.138,1.046,2112.323,8,"17","中国华电集团有限公司",2015
"105","九河风电场",4.95,4.95,0.123,0.123,249.293,1,"17","中国华电集团有限公司",2015
"106","九河风电场",4.95,4.95,0.163,1.376,2779.816,10,"17","中国华电集团有限公司",2015
"107","九河风电场",4.95,4.95,0.172,0.908,1833.737,7,"17","中国华电集团有限公司",2015
"108","九河风电场",4.95,4.95,0.11,0.588,1186.869,5,"17","中国华电集团有限公司",2015
"27010","九河风电场",4.95,4.95,0.159,0.401,809.497,3,"18","中国华电集团有限公司",2015
"27110","九河风电场",4.95,4.95,0.106,0.241,487.37,2,"18","中国华电集团有限公司",2015
"27210","九河风电场",4.95,4.95,0.136,0.847,1710.248,6,"18","中国华电集团有限公司",2015
"27310","九河风电场",4.95,4.95,0.198,1.258,2541.08,8,"18","中国华电集团有限公司",2015
"27410","九河风电场",4.95,4.95,0.135,0.135,272.788,1,"18","中国华电集团有限公司",2015
"27510","九河风电场",4.95,4.95,0.137,0.538,1086.994,4,"18","中国华电集团有限公司",2015
"27610","九河风电场",4.95,4.95,0.172,0.71,1434.83,5,"18","中国华电集团有限公司",2015
"27710","九河风电场",4.95,4.95,0.213,1.059,2140.176,7,"18","中国华电集团有限公司",2015
"27810","九河风电场",4.95,4.95,0.143,1.401,2830.46,9,"18","中国华电集团有限公司",2015
"109","云冈一期",44,44,2.14,2.14,486.455,1,"17","大唐集团公司",2003
"110","云冈一期",44,44,2.331,12.372,2811.727,12,"16","大唐集团公司",2003
"111","云冈一期",44,44,2.2,14.887,3383.432,12,"17","大唐集团公司",2003
"112","云冈一期",44,44,0,6.856,1558.136,6,"17","大唐集团公司",2003
"113","云冈一期",44,44,0,6.856,1558.136,7,"17","大唐集团公司",2003
"114","云冈一期",44,44,2.038,12.687,2883.409,11,"17","大唐集团公司",2003
"115","云冈一期",44,44,1.932,4.072,925.455,2,"17","大唐集团公司",2003
"116","云冈一期",44,44,2.25,6.322,1436.773,3,"17","大唐集团公司",2003
"117","云冈一期",44,44,0.534,6.856,1558.136,4,"17","大唐集团公司",2003
"118","云冈一期",44,44,1.081,7.937,1803.886,8,"17","大唐集团公司",2003
"119","云冈一期",44,44,2.169,10.649,2420.25,10,"17","大唐集团公司",2003
"120","云冈一期",44,44,0,6.856,1558.136,5,"17","大唐集团公司",2003
"27910","云冈一期",44,44,1.871,4.136,940,2,"20","大唐集团公司",2003
"28010","云冈一期",44,44,2.074,12.843,2919,7,"19","大唐集团公司",2003
"28110","云冈一期",44,44,2.067,4.276,972,2,"19","大唐集团公司",2003
"28210","云冈一期",44,44,2.095,16.298,3704.15,11,"18","大唐集团公司",2003
"28310","云冈一期",44,44,2.209,2.209,502,1,"19","大唐集团公司",2003
"28410","云冈一期",44,44,1.671,5.944,1352,3,"19","大唐集团公司",2003
"28510","云冈一期",44,44,0.504,14.203,3228.06,10,"18","大唐集团公司",2003
"28610","云冈一期",44,44,1.266,8.753,1989.401,5,"18","大唐集团公司",2003
"28710","云冈一期",44,44,0.618,6.816,1549.102,4,"20","大唐集团公司",2003
"28810","云冈一期",44,44,2.067,6.198,1408.587,3,"20","大唐集团公司",2003
"28910","云冈一期",44,44,1.869,4.051,920.636,2,"18","大唐集团公司",2003
"29010","云冈一期",44,44,2.001,13.366,3037.72,8,"18","大唐集团公司",2003
"29110","云冈一期",44,44,1.61,9.36,2128,5,"19","大唐集团公司",2003
"29210","云冈一期",44,44,1.668,8.484,1928.165,5,"20","大唐集团公司",2003
"29310","云冈一期",44,44,2.213,20.444,4646.355,12,"19","大唐集团公司",2003
"29410","云冈一期",44,44,1.875,10.359,2354.275,6,"20","大唐集团公司",2003
"29510","云冈一期",44,44,2.265,2.265,515,1,"20","大唐集团公司",2003
"29610","云冈一期",44,44,1.463,16.545,3760,10,"19","大唐集团公司",2003
"297","云冈一期",44,44,1.24,7.487,1701.682,4,"18","大唐集团公司",2003
"29810","云冈一期",44,44,0.336,13.7,3113.54,9,"18","大唐集团公司",2003
"29910","云冈一期",44,44,1.686,18.231,4143,11,"19","大唐集团公司",2003
"30010","云冈一期",44,44,1.803,7.748,1762,4,"19","大唐集团公司",2003
"30110","云冈一期",44,44,2.196,6.247,1419.841,3,"18","大唐集团公司",2003
"30210","云冈一期",44,44,1.586,14.428,3279,8,"19","大唐集团公司",2003
"30310","云冈一期",44,44,1.174,11.365,2582.944,7,"18","大唐集团公司",2003
"30410","云冈一期",44,44,2.181,2.181,495.793,1,"18","大唐集团公司",2003
"30510","云冈一期",44,44,2.26,18.558,422.22,12,"18","大唐集团公司",2003
"30610","云冈一期",44,44,0.654,15.083,3428,9,"19","大唐集团公司",2003
"30710","云冈一期",44,44,1.438,10.191,2316.169,6,"18","大唐集团公司",2003
"30810","云冈一期",44,44,1.408,10.768,2448,6,"19","大唐集团公司",2003
"121","云冈二期",60,60,1.623,15.817,2636.1,8,"17","大唐集团公司",2009
"122","云冈二期",60,60,0.788,10.036,1672.633,4,"17","大唐集团公司",2009
"123","云冈二期",60,60,2.948,6.335,1055.817,2,"17","大唐集团公司",2009
"124","云冈二期",60,60,1.672,14.194,2365.65,7,"17","大唐集团公司",2009
"125","云冈二期",60,60,2.313,19.045,3174.217,10,"17","大唐集团公司",2009
"126","云冈二期",60,60,3.319,25.324,4220.667,12,"17","大唐集团公司",2009
"127","云冈二期",60,60,3.59,25.229,4204.817,12,"16","大唐集团公司",2009
"128","云冈二期",60,60,0.389,10.429,1738.1,5,"17","大唐集团公司",2009
"129","云冈二期",60,60,3.387,3.387,564.483,1,"17","大唐集团公司",2009
"130","云冈二期",60,60,2.094,12.522,2087.033,6,"17","大唐集团公司",2009
"131","云冈二期",60,60,2.916,9.251,1541.817,3,"17","大唐集团公司",2009
"132","云冈二期",60,60,2.96,22.005,3667.483,11,"17","大唐集团公司",2009
"30910","云冈二期",60,60,1.913,21.641,3606.84,10,"18","大唐集团公司",2009
"310","云冈二期",60,60,2.857,6.235,1039.117,2,"18","大唐集团公司",2009
"311","云冈二期",60,60,2.999,12.507,2085,4,"19","大唐集团公司",2009
"31210","云冈二期",60,60,3.128,30.749,5124.9,12,"19","大唐集团公司",2009
"31310","云冈二期",60,60,3.248,17.356,2892.7,8,"18","大唐集团公司",2009
"31410","云冈二期",60,60,2.288,11.611,1935.17,4,"20","大唐集团公司",2009
"31510","云冈二期",60,60,0.25,12.435,2072.523,6,"18","大唐集团公司",2009
"31610","云冈二期",60,60,0.897,12.186,2030.933,5,"18","大唐集团公司",2009
"31710","云冈二期",60,60,2.892,9.323,1553.82,3,"20","大唐集团公司",2009
"31810","云冈二期",60,60,2.978,19.97,3329,8,"19","大唐集团公司",2009
"31910","云冈二期",60,60,3.34,9.574,1595.7,3,"18","大唐集团公司",2009
"32010","云冈二期",60,60,1.12,14.82,2471,6,"19","大唐集团公司",2009
"32110","云冈二期",60,60,0.711,12.322,2053.7,5,"20","大唐集团公司",2009
"32210","云冈二期",60,60,2.952,6.351,1059,2,"19","大唐集团公司",2009
"32310","云冈二期",60,60,3.064,24.705,4117.49,11,"18","大唐集团公司",2009
"32410","云冈二期",60,60,2.172,16.992,2833,7,"19","大唐集团公司",2009
"32510","云冈二期",60,60,3.399,3.399,566,1,"19","大唐集团公司",2009
"32610","云冈二期",60,60,3.154,9.508,1585,3,"19","大唐集团公司",2009
"32710","云冈二期",60,60,3.378,3.378,562.93,1,"18","大唐集团公司",2009
"32810","云冈二期",60,60,2.987,6.435,1073,2,"20","大唐集团公司",2009
"32910","云冈二期",60,60,0,12.322,2053.7,6,"20","大唐集团公司",2009
"33010","云冈二期",60,60,3.353,28.058,62.52,12,"18","大唐集团公司",2009
"33110","云冈二期",60,60,1.714,11.289,1881.433,4,"18","大唐集团公司",2009
"33210","云冈二期",60,60,2.369,19.728,3287.99,9,"18","大唐集团公司",2009
"33310","云冈二期",60,60,2.991,27.621,4605,11,"19","大唐集团公司",2009
"33410","云冈二期",60,60,1.196,13.7,2284,5,"19","大唐集团公司",2009
"33510","云冈二期",60,60,2.93,24.63,4106,10,"19","大唐集团公司",2009
"33610","云冈二期",60,60,1.731,21.701,3618,9,"19","大唐集团公司",2009
"33710","云冈二期",60,60,1.673,14.108,2351.36,7,"18","大唐集团公司",2009
"33810","云冈二期",60,60,3.448,3.448,575,1,"20","大唐集团公司",2009
"133","云峰电厂",27,27,1.296,3.862,1430.296,5,"17","中煤集团",2011
"134","云峰电厂",27,27,1.161,6.084,2253.222,7,"17","中煤集团",2011
"135","云峰电厂",27,27,0.546,1.182,437.593,2,"17","中煤集团",2011
"136","云峰电厂",27,27,0.77,11.561,4281.762,12,"17","中煤集团",2011
"137","云峰电厂",27,27,0.97,8.874,3286.667,12,"16","中煤集团",2011
"138","云峰电厂",27,27,1.06,4.922,1823.074,6,"17","中煤集团",2011
"139","云峰电厂",27,27,0.643,1.824,675.741,3,"17","中煤集团",2011
"140","云峰电厂",27,27,1.493,7.577,2806.333,8,"17","中煤集团",2011
"141","云峰电厂",27,27,0.635,0.635,235.259,1,"17","中煤集团",2011
"142","云峰电厂",27,27,0.888,10.791,3996.496,11,"17","中煤集团",2011
"143","云峰电厂",27,27,1.104,9.902,3667.537,10,"17","中煤集团",2011
"144","云峰电厂",27,27,0.741,2.565,950.111,4,"17","中煤集团",2011
"33910","云峰电厂",27,27,1.259,2.672,989,2,"19","中煤集团",2011
"34010","云峰电厂",27,27,0.893,5.861,2171,6,"19","中煤集团",2011
"34110","云峰电厂",27,27,0.728,2.873,1063.921,6,"18","中煤集团",2011
"34210","云峰电厂",27,27,1.293,1.293,479,1,"20","中煤集团",2011
"34310","云峰电厂",27,27,0.496,4.969,1840,5,"19","中煤集团",2011
"34410","云峰电厂",27,27,0.782,7.46,2762.78,10,"18","中煤集团",2011
"34510","云峰电厂",27,27,1.288,4.16,1540.865,7,"18","中煤集团",2011
"34610","云峰电厂",27,27,0.802,7.993,2960,8,"19","中煤集团",2011
"34710","云峰电厂",27,27,1.115,6.678,2473.18,9,"18","中煤集团",2011
"34810","云峰电厂",27,27,1.058,5.392,1997.168,5,"20","中煤集团",2011
"34910","云峰电厂",27,27,0.665,8.658,3206,9,"19","中煤集团",2011
"35010","云峰电厂",27,27,0.854,2.147,795,2,"20","中煤集团",2011
"35110","云峰电厂",27,27,1.403,5.563,2060.32,8,"18","中煤集团",2011
"35210","云峰电厂",27,27,0,2.144,794.169,5,"18","中煤集团",2011
"35310","云峰电厂",27,27,0.626,0.626,231.946,1,"18","中煤集团",2011
"35410","云峰电厂",27,27,0.709,8.812,3263.739,12,"18","中煤集团",2011
"35510","云峰电厂",27,27,0.481,1.108,410.238,2,"18","中煤集团",2011
"35610","云峰电厂",27,27,0.306,2.144,794.169,4,"18","中煤集团",2011
"35710","云峰电厂",27,27,1.164,4.335,1605.412,4,"20","中煤集团",2011
"35810","云峰电厂",27,27,1.33,7.191,2663,7,"19","中煤集团",2011
"35910","云峰电厂",27,27,0.663,9.321,3451,10,"19","中煤集团",2011
"36010","云峰电厂",27,27,1.096,10.416,3857,11,"19","中煤集团",2011
"36110","云峰电厂",27,27,1.412,1.412,523,1,"19","中煤集团",2011
"36210","云峰电厂",27,27,0.644,8.103,3001.15,11,"18","中煤集团",2011
"36310","云峰电厂",27,27,1.298,11.715,4338.744,12,"19","中煤集团",2011
"36410","云峰电厂",27,27,0.452,5.845,2164.674,6,"20","中煤集团",2011
"36510","云峰电厂",27,27,1.023,3.17,1174.157,3,"20","中煤集团",2011
"36610","云峰电厂",27,27,1.207,3.879,1436,3,"19","中煤集团",2011
"36710","云峰电厂",27,27,0.731,1.839,680.939,3,"18","中煤集团",2011
"36810","云峰电厂",27,27,0.594,4.473,1656,4,"19","中煤集团",2011
"145","云盖寺风电场",4.95,4.95,0.132,0.856,1730.101,7,"17","北京天润新能",2013
"146","云盖寺风电场",4.95,4.95,0.126,0.982,1983.636,8,"17","北京天润新能",2013
"147","云盖寺风电场",4.95,4.95,0.116,0.608,1228.485,5,"17","北京天润新能",2013
"148","云盖寺风电场",4.95,4.95,0.116,0.725,1463.838,6,"17","北京天润新能",2013
"149","云盖寺风电场",4.95,4.95,0.145,1.389,2806.329,11,"17","北京天润新能",2013
"150","云盖寺风电场",4.95,4.95,0.141,1.59,3213.057,12,"16","北京天润新能",2013
"151","云盖寺风电场",4.95,4.95,0.128,0.492,994.545,4,"17","北京天润新能",2013
"152","云盖寺风电场",4.95,4.95,0.137,1.245,2514.281,10,"17","北京天润新能",2013
"153","云盖寺风电场",4.95,4.95,0.138,0.364,735.96,3,"17","北京天润新能",2013
"154","云盖寺风电场",4.95,4.95,0.11,0.226,457.374,2,"17","北京天润新能",2013
"155","云盖寺风电场",4.95,4.95,0.116,0.116,234.747,1,"17","北京天润新能",2013
"156","云盖寺风电场",4.95,4.95,0.15,1.539,3109.988,12,"17","北京天润新能",2013
"36910","云盖寺风电场",4.95,4.95,0.127,0.281,567.618,2,"18","北京天润新能",2013
"37010","云盖寺风电场",4.95,4.95,0.157,0.703,1421.105,5,"18","北京天润新能",2013
"37110","云盖寺风电场",4.95,4.95,0.154,0.154,310.691,1,"18","北京天润新能",2013
"37210","云盖寺风电场",4.95,4.95,0.128,0.546,1103.487,4,"18","北京天润新能",2013
"37310","云盖寺风电场",4.95,4.95,0.156,1.334,2694.46,9,"18","北京天润新能",2013
"37410","云盖寺风电场",4.95,4.95,0.167,1.178,2379.71,8,"18","北京天润新能",2013
"37510","云盖寺风电场",4.95,4.95,0.138,0.419,845.824,3,"18","北京天润新能",2013
"37610","云盖寺风电场",4.95,4.95,0.184,1.011,2042.206,7,"18","北京天润新能",2013
"37710","云盖寺风电场",4.95,4.95,0.123,0.827,1669.82,6,"18","北京天润新能",2013
"157","云雾峪风电场",9.9,9.9,0.051,1.059,1069.899,8,"17","国家电投集团",2011
"158","云雾峪风电场",9.9,9.9,0.086,0.939,948.687,6,"17","国家电投集团",2011
"159","云雾峪风电场",9.9,9.9,0.142,1.707,1724.415,12,"16","国家电投集团",2011
"160","云雾峪风电场",9.9,9.9,0.189,0.5,505.152,3,"17","国家电投集团",2011
"161","云雾峪风电场",9.9,9.9,0.183,0.683,690,4,"17","国家电投集团",2011
"162","云雾峪风电场",9.9,9.9,0.07,1.009,1018.889,7,"17","国家电投集团",2011
"163","云雾峪风电场",9.9,9.9,0.17,0.853,861.717,5,"17","国家电投集团",2011
"164","云雾峪风电场",9.9,9.9,0.312,1.781,1798.828,12,"17","国家电投集团",2011
"165","云雾峪风电场",9.9,9.9,0.263,1.469,1484.026,11,"17","国家电投集团",2011
"166","云雾峪风电场",9.9,9.9,0.154,0.154,155.758,1,"17","国家电投集团",2011
"167","云雾峪风电场",9.9,9.9,0.157,0.311,314.343,2,"17","国家电投集团",2011
"168","云雾峪风电场",9.9,9.9,0.072,1.207,1218.759,10,"17","国家电投集团",2011
"37810","云雾峪风电场",9.9,9.9,0.076,1.076,1086.527,6,"18","国家电投集团",2011
"37910","云雾峪风电场",9.9,9.9,0.197,0.85,858.341,4,"18","国家电投集团",2011
"38010","云雾峪风电场",9.9,9.9,0.251,0.514,519.012,2,"18","国家电投集团",2011
"38110","云雾峪风电场",9.9,9.9,0.15,1,1010.124,5,"18","国家电投集团",2011
"38210","云雾峪风电场",9.9,9.9,0.139,0.652,659.061,3,"18","国家电投集团",2011
"38310","云雾峪风电场",9.9,9.9,0.262,0.262,264.993,1,"18","国家电投集团",2011
"384","云雾峪风电场",9.9,9.9,0.041,1.214,1226.3,8,"18","国家电投集团",2011
"38510","云雾峪风电场",9.9,9.9,0.098,1.173,1185.132,7,"18","国家电投集团",2011
"38610","云雾峪风电场",9.9,9.9,0.155,1.369,1383.05,9,"18","国家电投集团",2011
"38710","五台峨岭",4.95,4.95,0.151,1.101,2225.122,12,"18","华能集团公司",2013
"38810","五台峨岭",4.95,4.95,0.11,0.407,821.918,4,"20","华能集团公司",2013
"38910","五台峨岭",4.95,4.95,0.078,0.643,1300,8,"19","华能集团公司",2013
"39010","五台峨岭",4.95,4.95,0.099,0.506,1022.304,5,"20","华能集团公司",2013
"39110","五台峨岭",4.95,4.95,0.077,0.186,376,2,"19","华能集团公司",2013
"39210","五台峨岭",4.95,4.95,0.123,0.309,624,3,"19","华能集团公司",2013
"39310","五台峨岭",4.95,4.95,0.048,0.554,1119.857,6,"20","华能集团公司",2013
"39410","五台峨岭",4.95,4.95,0.12,0.863,1743.92,10,"18","华能集团公司",2013
"39510","五台峨岭",4.95,4.95,0.037,0.681,1375,9,"19","华能集团公司",2013
"39610","五台峨岭",4.95,4.95,0.071,0.752,1519,10,"19","华能集团公司",2013
"3971","五台峨岭",4.95,4.95,0.082,0.159,321,2,"20","华能集团公司",2013
"39810","五台峨岭",4.95,4.95,0.053,0.515,1041,6,"19","华能集团公司",2013
"39910","五台峨岭",4.95,4.95,0.146,1.004,2029.046,12,"19","华能集团公司",2013
